frame.number$frame.time$frame.len$eth.src$eth.dst$ip.src$ip.dst$ip.proto$ip.len$tcp.len$tcp.srcport$tcp.dstport$_ws.col.Info
60$Mar 27, 2020 20:42:37.167806973 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$35.167.176.149$6$52$0$54956$443$54956 → 443 [ACK] Seq=38 Ack=65 Win=501 Len=0 TSval=1752941748 TSecr=423259025
61$Mar 27, 2020 20:42:37.167940961 IST$101$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$35.167.176.149$6$87$35$54956$443$Application Data
62$Mar 27, 2020 20:42:37.577173993 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$35.167.176.149$192.168.0.105$6$52$0$443$54956$443 → 54956 [ACK] Seq=65 Ack=73 Win=118 Len=0 TSval=423259122 TSecr=1752941748
63$Mar 27, 2020 20:42:37.639833880 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$13.227.185.18$6$52$0$51272$443$[TCP Dup ACK 1#1] 51272 → 443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1586370655 TSecr=114842497
64$Mar 27, 2020 20:42:37.652396745 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$13.227.185.18$192.168.0.105$6$52$0$443$51272$[TCP Dup ACK 2#1] [TCP ACKed unseen segment] 443 → 51272 [ACK] Seq=1 Ack=2 Win=122 Len=0 TSval=114843521 TSecr=1586268671
65$Mar 27, 2020 20:42:39.439410503 IST$94$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$192.168.0.1$17$80$$$$Standard query 0xa570 AAAA googlemail.l.google.com OPT
66$Mar 27, 2020 20:42:39.448118494 IST$74$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$60$0$36344$443$36344 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2866792276 TSecr=0 WS=128
67$Mar 27, 2020 20:42:39.457764562 IST$122$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$192.168.0.1$192.168.0.105$17$108$$$$Standard query response 0xa570 AAAA googlemail.l.google.com AAAA 2404:6800:4009:80b::2005 OPT
68$Mar 27, 2020 20:42:39.461197193 IST$74$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$60$0$443$36344$443 → 36344 [SYN, ACK] Seq=0 Ack=1 Win=60192 Len=0 MSS=1380 SACK_PERM=1 TSval=1873521972 TSecr=2866792276 WS=256
69$Mar 27, 2020 20:42:39.461248889 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$52$0$36344$443$36344 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2866792289 TSecr=1873521972
70$Mar 27, 2020 20:42:39.463150956 IST$705$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$691$639$36344$443$Client Hello
71$Mar 27, 2020 20:42:39.479275622 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$52$0$443$36344$443 → 36344 [ACK] Seq=1 Ack=640 Win=61696 Len=0 TSval=1873521990 TSecr=2866792291
72$Mar 27, 2020 20:42:39.479431343 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$52$0$443$36344$[TCP Dup ACK 71#1] 443 → 36344 [ACK] Seq=1 Ack=640 Win=61696 Len=0 TSval=1873521990 TSecr=2866792291
73$Mar 27, 2020 20:42:39.480196415 IST$278$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$264$212$443$36344$Server Hello, Change Cipher Spec, Application Data
74$Mar 27, 2020 20:42:39.480218212 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$52$0$36344$443$36344 → 443 [ACK] Seq=640 Ack=213 Win=64128 Len=0 TSval=2866792308 TSecr=1873521990
75$Mar 27, 2020 20:42:39.480946884 IST$130$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$116$64$36344$443$Change Cipher Spec, Application Data
76$Mar 27, 2020 20:42:39.482965260 IST$236$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$222$170$36344$443$Application Data
77$Mar 27, 2020 20:42:39.482995856 IST$1434$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$1420$1368$36344$443$[TCP segment of a reassembled PDU]
